id,gameboard
788,"nil,8,3,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,1,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,7,nil,nil,nil,3,nil,nil,nil,nil,nil,4,nil,2,nil,5,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,"
789,"nil,5,2,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,9,nil,nil,nil,9,nil,nil,nil,8,nil,nil,5,3,nil,1,nil,7,nil,2,nil,3,nil,nil,nil,nil,nil,3,nil,1,nil,7,nil,nil,8,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,7,nil,8,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,2,"
790,"nil,2,nil,nil,8,nil,nil,nil,7,nil,nil,6,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,5,nil,4,8,nil,nil,nil,3,nil,nil,nil,nil,4,nil,5,nil,nil,nil,6,nil,2,nil,nil,6,7,nil,1,nil,nil,nil,nil,3,nil,nil,1,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,7,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,6,nil,"
791,"nil,2,nil,nil,8,nil,nil,nil,nil,nil,nil,7,nil,nil,9,nil,nil,1,nil,4,nil,nil,nil,nil,nil,nil,5,2,nil,nil,nil,nil,8,nil,nil,9,nil,nil,nil,1,6,nil,nil,nil,nil,nil,7,8,5,nil,nil,nil,nil,nil,3,nil,nil,4,nil,6,9,nil,nil,nil,nil,9,nil,1,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,6,nil,"
792,"nil,nil,6,nil,5,nil,nil,9,nil,1,nil,nil,6,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,1,nil,8,nil,2,nil,nil,nil,nil,3,1,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,2,7,nil,9,nil,6,nil,nil,nil,nil,4,nil,nil,3,nil,nil,nil,nil,7,nil,nil,nil,4,nil,nil,nil,3,nil,nil,nil,1,nil,nil,5,nil,nil,nil,"
793,"nil,nil,5,nil,nil,nil,nil,6,nil,nil,3,nil,6,nil,7,nil,nil,nil,1,nil,2,nil,nil,nil,nil,nil,3,4,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,9,8,nil,nil,nil,8,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,7,8,nil,nil,nil,nil,1,nil,nil,5,nil,nil,nil,3,9,nil,nil,nil,4,nil,"
794,"6,nil,nil,nil,1,nil,nil,2,nil,nil,1,nil,3,6,nil,nil,5,nil,nil,nil,7,nil,nil,8,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,1,9,nil,nil,nil,7,nil,nil,4,nil,nil,nil,nil,nil,nil,3,4,nil,nil,nil,nil,6,nil,nil,2,nil,nil,nil,nil,1,2,nil,nil,nil,nil,nil,4,nil,nil,5,nil,nil,nil,nil,nil,6,3,"
795,"4,9,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,2,nil,nil,nil,1,nil,nil,nil,nil,nil,1,6,7,nil,2,nil,7,nil,nil,nil,3,nil,nil,nil,nil,6,8,9,nil,nil,nil,nil,nil,nil,nil,2,5,nil,nil,6,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,7,"
796,"3,7,nil,6,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,8,nil,1,9,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,9,nil,nil,1,nil,nil,3,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,8,5,nil,3,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,7,nil,4,2,"
797,"1,nil,nil,3,nil,nil,5,nil,nil,5,nil,nil,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,4,nil,8,nil,4,nil,nil,7,nil,nil,2,nil,nil,3,2,nil,nil,nil,nil,5,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,6,nil,nil,nil,nil,4,3,nil,nil,nil,nil,nil,nil,nil,5,9,7,nil,nil,"
798,"1,nil,nil,nil,nil,nil,4,nil,nil,nil,6,5,nil,7,nil,nil,9,nil,nil,nil,7,nil,nil,nil,nil,6,3,nil,nil,1,9,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,5,nil,nil,nil,5,nil,nil,1,nil,nil,8,3,nil,nil,nil,nil,nil,9,nil,nil,nil,6,nil,3,nil,nil,nil,7,nil,nil,2,nil,nil,nil,8,nil,6,nil,nil,nil,"
799,"nil,9,6,nil,nil,nil,nil,7,3,nil,nil,nil,nil,7,6,nil,4,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,4,nil,nil,nil,5,nil,nil,2,8,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,8,nil,7,nil,9,4,nil,nil,3,nil,"
800,"nil,3,nil,nil,7,nil,nil,nil,4,nil,nil,nil,nil,2,5,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,3,nil,8,7,nil,nil,nil,nil,nil,nil,nil,1,4,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,1,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,8,9,nil,nil,nil,nil,2,nil,nil,nil,2,6,8,9,nil,nil,nil,"
801,"nil,nil,4,nil,nil,3,nil,nil,nil,8,nil,nil,nil,9,nil,nil,6,nil,nil,nil,nil,nil,nil,8,nil,nil,1,nil,1,3,5,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,5,nil,7,nil,nil,nil,nil,nil,6,nil,1,nil,nil,6,nil,7,2,nil,nil,5,9,nil,nil,nil,3,nil,nil,1,nil,nil,nil,7,nil,nil,nil,9,2,nil,nil,"
802,"nil,nil,1,nil,8,nil,nil,nil,7,nil,nil,nil,1,nil,5,nil,nil,3,nil,5,nil,6,nil,9,nil,1,nil,1,6,nil,nil,2,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,5,nil,nil,nil,7,nil,nil,nil,nil,nil,8,nil,nil,2,nil,nil,nil,nil,9,nil,5,7,nil,nil,nil,8,4,nil,nil,nil,nil,nil,nil,nil,"
803,"nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,1,nil,3,nil,nil,nil,1,nil,3,nil,7,4,nil,nil,2,nil,6,nil,nil,nil,9,5,nil,nil,nil,nil,4,nil,nil,nil,nil,7,4,nil,nil,nil,nil,1,nil,nil,5,nil,8,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,9,nil,2,5,nil,nil,nil,3,nil,nil,nil,9,nil,"
804,"nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,8,nil,nil,nil,5,nil,nil,1,nil,nil,nil,4,9,8,7,nil,2,nil,nil,nil,nil,4,6,nil,nil,4,nil,9,nil,2,nil,7,nil,3,8,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,3,nil,nil,nil,nil,1,nil,nil,nil,nil,6,nil,1,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,"
805,"nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,3,1,2,nil,nil,nil,nil,8,5,nil,7,nil,nil,5,7,nil,nil,3,nil,nil,6,9,nil,nil,nil,1,nil,2,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,9,nil,8,nil,nil,3,nil,nil,nil,nil,1,7,nil,nil,nil,9,nil,nil,nil,7,nil,nil,1,"
806,"9,3,nil,nil,nil,nil,nil,nil,1,nil,6,7,nil,nil,nil,nil,2,nil,8,nil,nil,nil,nil,nil,3,nil,nil,nil,2,nil,nil,7,nil,nil,nil,nil,6,nil,nil,nil,3,nil,9,nil,nil,nil,nil,nil,nil,2,nil,4,6,nil,4,nil,nil,6,nil,nil,nil,nil,nil,nil,9,nil,nil,5,nil,nil,nil,3,nil,nil,nil,nil,nil,4,nil,nil,nil,"
807,"nil,9,nil,nil,nil,7,1,nil,nil,nil,nil,8,nil,nil,nil,2,6,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,3,nil,nil,2,7,nil,1,nil,9,5,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,7,3,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,6,6,nil,2,nil,nil,nil,7,nil,nil,"
808,"nil,6,nil,nil,nil,1,3,nil,nil,nil,9,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,5,2,nil,nil,nil,5,4,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,9,nil,nil,5,1,4,7,nil,1,4,nil,nil,8,nil,nil,3,nil,nil,nil,6,nil,1,nil,nil,nil,nil,nil,nil,nil,8,nil,3,nil,"
809,"nil,2,nil,nil,nil,nil,nil,4,nil,nil,4,nil,nil,nil,6,2,7,1,7,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,9,nil,nil,8,nil,nil,nil,7,nil,nil,nil,9,nil,nil,nil,5,nil,1,nil,nil,nil,6,1,nil,9,nil,nil,4,nil,nil,nil,6,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,2,1,nil,5,"
810,"nil,nil,8,nil,nil,nil,nil,5,4,nil,nil,nil,2,5,nil,8,nil,6,4,nil,nil,8,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,9,nil,nil,nil,7,nil,nil,7,1,nil,nil,4,nil,5,nil,nil,nil,nil,7,9,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,1,6,nil,nil,nil,7,nil,nil,nil,"
811,"nil,nil,5,nil,nil,nil,9,8,7,nil,4,nil,nil,5,nil,nil,nil,1,nil,nil,7,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,4,8,nil,nil,nil,nil,9,nil,1,nil,nil,nil,nil,nil,6,nil,nil,2,nil,nil,nil,nil,nil,3,nil,nil,6,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,9,nil,7,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,"
812,"nil,nil,4,nil,nil,nil,nil,8,9,nil,nil,nil,1,nil,2,nil,6,nil,nil,nil,6,nil,nil,nil,7,nil,nil,2,nil,nil,8,nil,4,nil,1,nil,nil,4,nil,nil,nil,nil,5,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,5,nil,1,nil,nil,nil,nil,1,5,4,3,9,8,nil,nil,"
813,"nil,nil,nil,7,nil,6,nil,nil,nil,nil,nil,1,nil,9,nil,5,2,nil,nil,9,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,3,5,nil,nil,nil,nil,nil,nil,6,9,nil,nil,5,nil,nil,nil,nil,8,nil,8,nil,nil,nil,nil,nil,nil,nil,6,nil,3,nil,nil,5,nil,nil,nil,nil,4,2,nil,nil,nil,1,nil,nil,"
814,"nil,nil,nil,6,8,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,4,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,7,nil,7,nil,nil,nil,nil,1,nil,9,nil,nil,4,5,nil,nil,2,nil,nil,6,nil,nil,nil,nil,nil,nil,5,nil,8,nil,nil,nil,9,nil,nil,2,nil,9,nil,5,nil,nil,3,nil,nil,nil,nil,1,nil,nil,nil,6,nil,nil,5,"
815,"nil,nil,nil,5,8,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,6,nil,nil,3,nil,nil,6,nil,4,2,nil,nil,9,7,nil,nil,2,nil,5,nil,3,nil,nil,1,nil,5,nil,nil,4,nil,5,nil,nil,nil,nil,nil,7,nil,nil,4,nil,5,9,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,1,nil,3,nil,nil,"
816,"nil,nil,nil,2,nil,5,nil,9,nil,nil,4,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,5,nil,nil,9,nil,1,nil,nil,nil,nil,nil,nil,nil,8,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,3,nil,8,nil,nil,7,nil,nil,nil,4,nil,nil,nil,nil,"
817,"8,4,nil,nil,1,nil,nil,nil,2,7,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,3,nil,6,5,nil,nil,nil,9,nil,nil,nil,nil,nil,2,nil,7,nil,nil,nil,1,nil,nil,nil,nil,nil,6,2,8,nil,nil,nil,6,nil,nil,nil,nil,nil,5,2,3,nil,nil,nil,nil,4,nil,nil,"
818,"1,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,3,nil,6,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,5,nil,2,5,9,nil,nil,6,nil,nil,3,nil,nil,nil,nil,nil,7,nil,8,9,nil,6,nil,nil,7,nil,nil,nil,4,nil,9,4,nil,nil,nil,8,nil,nil,6,nil,nil,nil,nil,nil,nil,2,nil,5,"
819,"nil,2,nil,nil,3,1,6,nil,nil,nil,nil,nil,nil,nil,9,3,8,nil,9,nil,3,5,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,1,nil,6,nil,nil,nil,4,nil,2,nil,6,nil,9,7,nil,nil,nil,nil,9,nil,nil,nil,nil,5,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,2,nil,3,8,"
820,"nil,nil,7,5,nil,nil,nil,3,1,1,nil,nil,nil,nil,nil,nil,4,nil,9,nil,nil,4,nil,nil,6,8,nil,nil,nil,nil,7,nil,8,nil,nil,nil,nil,9,nil,1,4,nil,nil,5,3,nil,nil,4,nil,5,nil,nil,nil,nil,nil,nil,5,8,nil,nil,nil,2,nil,nil,8,nil,2,nil,5,1,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,"
821,"nil,nil,5,nil,nil,nil,4,nil,2,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,6,nil,nil,nil,nil,7,3,nil,nil,nil,nil,1,nil,nil,nil,9,5,nil,nil,nil,4,nil,nil,nil,1,3,7,nil,nil,6,nil,9,nil,nil,nil,nil,nil,8,nil,nil,nil,3,nil,7,nil,nil,nil,nil,nil,2,4,nil,nil,nil,nil,"
822,"nil,nil,3,4,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,4,7,nil,8,7,1,nil,nil,nil,nil,nil,nil,nil,6,nil,1,nil,8,nil,nil,nil,nil,nil,nil,nil,2,nil,9,nil,nil,nil,nil,nil,6,nil,nil,nil,2,nil,nil,9,nil,nil,nil,nil,nil,1,nil,3,nil,7,nil,nil,nil,5,nil,nil,5,nil,9,8,nil,3,nil,nil,"
823,"nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,2,nil,nil,5,3,nil,nil,nil,nil,nil,nil,2,7,4,nil,5,nil,1,nil,7,nil,nil,6,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,9,nil,nil,nil,1,nil,nil,4,nil,nil,nil,nil,nil,6,2,5,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,8,nil,nil,"
824,"nil,nil,nil,1,nil,nil,5,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,6,nil,nil,7,nil,nil,9,nil,3,nil,nil,1,6,nil,3,2,nil,nil,9,nil,nil,5,nil,nil,nil,nil,nil,nil,3,8,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,4,nil,nil,nil,7,1,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,2,"
825,"nil,nil,nil,nil,nil,7,nil,nil,9,nil,nil,nil,nil,2,nil,3,nil,nil,nil,nil,3,9,1,5,nil,7,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,8,nil,7,nil,nil,7,2,5,nil,9,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,9,nil,3,nil,4,nil,7,nil,5,nil,nil,nil,nil,nil,6,3,"
826,"8,nil,nil,7,nil,nil,nil,nil,4,nil,5,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,9,7,nil,nil,nil,8,nil,nil,nil,nil,4,3,nil,nil,5,nil,nil,nil,nil,2,nil,9,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,6,nil,nil,nil,7,nil,7,1,nil,nil,8,3,nil,2,"
827,"6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,3,nil,nil,3,1,nil,nil,nil,2,nil,nil,nil,nil,7,nil,1,9,nil,6,nil,nil,8,nil,5,nil,6,4,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,5,nil,nil,4,nil,nil,7,1,nil,nil,nil,6,nil,2,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
828,"nil,7,nil,6,nil,nil,3,nil,nil,9,6,nil,nil,nil,3,nil,nil,nil,1,nil,nil,5,8,nil,nil,nil,6,nil,nil,9,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,4,nil,nil,nil,1,nil,nil,nil,nil,8,nil,9,1,nil,6,nil,nil,2,nil,4,3,nil,nil,7,nil,6,nil,nil,"
829,"nil,4,nil,2,nil,6,nil,7,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,4,nil,nil,nil,nil,1,nil,nil,2,nil,5,nil,nil,2,7,nil,8,nil,9,nil,1,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,5,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,9,nil,nil,nil,nil,nil,nil,6,1,"
830,"nil,3,nil,nil,4,nil,9,8,nil,nil,6,nil,nil,3,nil,7,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,2,5,nil,nil,nil,9,nil,nil,nil,nil,6,nil,nil,4,nil,3,nil,1,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,7,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,7,nil,5,nil,2,nil,3,"
831,"nil,3,nil,nil,nil,nil,2,nil,nil,9,nil,4,nil,7,nil,5,nil,1,1,nil,nil,nil,5,nil,3,nil,nil,nil,nil,nil,4,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,9,6,nil,nil,nil,3,nil,nil,nil,5,nil,9,nil,nil,nil,nil,6,nil,nil,nil,8,nil,nil,nil,2,nil,nil,nil,4,nil,nil,1,nil,7,nil,nil,3,"
832,"nil,1,nil,nil,nil,5,nil,nil,nil,nil,nil,6,8,nil,nil,nil,nil,1,8,9,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,7,9,nil,nil,4,6,nil,nil,nil,1,4,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,2,nil,nil,nil,5,nil,4,7,nil,nil,3,nil,nil,nil,nil,3,nil,nil,nil,nil,7,nil,nil,9,"
833,"nil,nil,7,4,8,nil,3,nil,nil,nil,nil,4,nil,6,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,6,nil,8,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,5,nil,6,nil,nil,nil,nil,5,nil,4,8,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,3,9,nil,1,7,nil,nil,nil,nil,"
834,"nil,nil,7,2,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,1,nil,nil,3,4,nil,nil,nil,nil,8,nil,nil,nil,8,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,5,9,6,nil,nil,nil,7,nil,3,nil,nil,3,nil,nil,nil,2,nil,nil,nil,nil,nil,2,nil,6,nil,nil,nil,nil,7,nil,nil,nil,3,nil,nil,4,nil,1,"
835,"nil,nil,7,nil,nil,2,nil,nil,nil,nil,nil,5,3,nil,nil,nil,7,nil,nil,nil,6,9,nil,nil,1,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,6,nil,nil,nil,9,nil,5,nil,nil,nil,nil,3,5,nil,3,nil,nil,nil,8,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,4,nil,1,nil,nil,6,nil,5,nil,nil,"
836,"nil,nil,4,nil,9,3,nil,8,nil,nil,6,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,3,nil,nil,4,nil,6,nil,nil,nil,nil,nil,6,nil,5,nil,nil,2,nil,8,nil,nil,nil,nil,7,nil,nil,6,nil,nil,7,1,nil,nil,nil,nil,nil,1,7,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,"
837,"nil,nil,1,9,nil,nil,nil,3,nil,nil,3,nil,nil,nil,2,nil,nil,7,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,6,nil,nil,4,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,5,3,nil,nil,nil,nil,1,nil,1,nil,nil,4,9,nil,nil,nil,nil,nil,4,nil,1,nil,8,6,nil,nil,nil,nil,5,nil,nil,9,nil,nil,"
838,"nil,nil,nil,6,nil,nil,9,nil,nil,nil,4,5,2,1,nil,nil,nil,6,nil,nil,nil,nil,nil,7,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,8,nil,nil,nil,nil,5,nil,nil,3,2,nil,nil,nil,nil,nil,4,nil,2,nil,nil,nil,nil,nil,1,nil,8,nil,nil,3,6,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,"
839,"nil,nil,nil,4,5,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,9,nil,nil,nil,nil,nil,1,nil,6,nil,nil,nil,8,7,nil,nil,nil,nil,8,nil,nil,2,nil,6,nil,9,nil,4,6,nil,5,nil,nil,nil,nil,nil,nil,8,3,nil,nil,nil,nil,6,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,1,nil,nil,nil,5,4,nil,"
840,"nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,7,nil,nil,8,nil,nil,nil,2,4,nil,nil,4,nil,nil,nil,6,nil,nil,nil,nil,nil,1,7,5,nil,4,nil,nil,3,nil,nil,nil,7,nil,nil,nil,nil,5,9,3,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,1,nil,nil,6,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,4,"
841,"nil,nil,nil,nil,2,nil,nil,nil,nil,6,nil,nil,nil,nil,4,8,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,7,nil,nil,nil,nil,7,nil,nil,nil,nil,8,nil,5,nil,1,nil,nil,nil,3,nil,nil,1,8,nil,nil,nil,nil,9,nil,5,nil,nil,nil,nil,3,4,nil,4,nil,2,nil,nil,3,6,nil,nil,nil,8,nil,nil,nil,nil,nil,5,nil,"
842,"nil,4,nil,nil,nil,nil,1,nil,nil,nil,nil,2,6,5,nil,nil,4,nil,nil,8,nil,nil,nil,nil,5,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,1,nil,nil,9,nil,nil,nil,9,nil,8,2,nil,nil,nil,nil,3,nil,6,3,nil,nil,8,nil,2,nil,nil,nil,nil,4,nil,7,nil,nil,nil,nil,nil,nil,5,nil,nil,8,nil,nil,"
843,"nil,nil,7,nil,nil,8,nil,6,nil,1,nil,nil,nil,5,nil,nil,nil,8,nil,nil,nil,6,nil,nil,nil,nil,nil,7,nil,nil,nil,6,nil,nil,3,5,nil,nil,4,nil,nil,7,nil,nil,nil,nil,9,nil,2,nil,nil,nil,nil,nil,nil,5,nil,4,nil,nil,nil,2,nil,nil,7,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,1,6,nil,4,nil,"
844,"nil,nil,2,nil,nil,nil,3,nil,nil,nil,3,nil,nil,nil,9,2,nil,1,1,nil,nil,nil,nil,nil,nil,7,9,nil,8,nil,nil,5,4,nil,nil,nil,nil,nil,9,nil,nil,nil,5,nil,nil,nil,7,nil,nil,nil,nil,nil,1,3,nil,nil,nil,nil,nil,nil,nil,6,nil,7,nil,nil,8,2,nil,nil,nil,nil,nil,nil,5,6,nil,7,nil,2,nil,"
845,"nil,nil,nil,nil,6,nil,nil,nil,1,nil,3,nil,2,nil,nil,6,nil,nil,8,nil,nil,4,9,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,1,nil,7,2,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,4,nil,nil,nil,nil,3,nil,6,nil,nil,nil,7,nil,5,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,8,nil,nil,2,8,nil,4,7,6,nil,"
846,"nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,6,nil,5,nil,9,nil,nil,nil,5,nil,4,nil,1,nil,6,nil,nil,1,nil,7,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,5,8,nil,nil,7,nil,8,nil,6,3,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,4,nil,2,nil,nil,nil,nil,2,7,nil,5,6,"
847,"8,nil,7,2,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,1,nil,2,nil,5,nil,nil,nil,nil,nil,9,nil,nil,1,nil,nil,nil,3,9,nil,nil,4,nil,nil,nil,5,nil,6,nil,8,nil,nil,5,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,3,7,nil,nil,nil,nil,nil,nil,nil,8,nil,9,nil,nil,4,"
848,"7,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,2,9,nil,nil,nil,nil,6,nil,nil,nil,8,nil,nil,5,nil,nil,nil,nil,7,nil,nil,8,nil,nil,nil,8,nil,nil,nil,1,nil,9,nil,nil,nil,4,nil,3,nil,2,nil,nil,nil,2,nil,3,nil,nil,nil,nil,6,1,7,6,nil,nil,nil,nil,2,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,"
849,"nil,3,nil,nil,nil,nil,nil,8,2,nil,nil,2,nil,9,nil,nil,nil,nil,nil,nil,4,nil,nil,6,7,nil,nil,nil,nil,nil,nil,4,3,nil,nil,nil,nil,1,nil,nil,nil,nil,5,nil,nil,7,nil,nil,6,nil,5,nil,2,nil,nil,9,nil,2,nil,nil,nil,nil,6,nil,nil,6,5,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,3,1,nil,"
